341,116281,116622
342,116964,117306
343,117649,117992
344,118336,118680
345,119025,119370
346,119716,120062
347,120409,120756
348,121104,121452
349,121801,122150
350,122500,122850
351,123201,123552
352,123904,124256
353,124609,124962
354,125316,125670
355,126025,126380
356,126736,127092
357,127449,127806
358,128164,128522
359,128881,129240
360,129600,129960
361,130321,130682
362,131044,131406
363,131769,132132
364,132496,132860
365,133225,133590
366,133956,134322
367,134689,135056
368,135424,135792
369,136161,136530
370,136900,137270
371,137641,138012
372,138384,138756
373,139129,139502
374,139876,140250
375,140625,141000
376,141376,141752
377,142129,142506
378,142884,143262
379,143641,144020
380,144400,144780
381,145161,145542
382,145924,146306
383,146689,147072
384,147456,147840
385,148225,148610
386,148996,149382
387,149769,150156
388,150544,150932
389,151321,151710
390,152100,152490
391,152881,153272
392,153664,154056
393,154449,154842
394,155236,155630
395,156025,156420
396,156816,157212
397,157609,158006
398,158404,158802
399,159201,159600
400,160000,160400
401,160801,161202
402,161604,162006
403,162409,162812
404,163216,163620
405,164025,164430
406,164836,165242
407,165649,166056
408,166464,166872
409,167281,167690
410,168100,168510
411,168921,169332
412,169744,170156
413,170569,170982
414,171396,171810
415,172225,172640
416,173056,173472
417,173889,174306
418,174724,175142
419,175561,175980
420,176400,176820
421,177241,177662
422,178084,178506
423,178929,179352
424,179776,180200
425,180625,181050
426,181476,181902
427,182329,182756
428,183184,183612
429,184041,184470
430,184900,185330
431,185761,186192
432,186624,187056
433,187489,187922
434,188356,188790
435,189225,189660
436,190096,190532
437,190969,191406
438,191844,192282
439,192721,193160
440,193600,194040
441,194481,194922
442,195364,195806
443,196249,196692
444,197136,197580
445,198025,198470
446,198916,199362
447,199809,200256
448,200704,201152
449,201601,202050
450,202500,202950
451,203401,203852
452,204304,204756
453,205209,205662
454,206116,206570
455,207025,207480
456,207936,208392
457,208849,209306
458,209764,210222
459,210681,211140
460,211600,212060
461,212521,212982
462,213444,213906
463,214369,214832
464,215296,215760
465,216225,216690
466,217156,217622
467,218089,218556
468,219024,219492
469,219961,220430
470,220900,221370
471,221841,222312
472,222784,223256
473,223729,224202
474,224676,225150
475,225625,226100
476,226576,227052
477,227529,228006
478,228484,228962
479,229441,229920
480,230400,230880
481,231361,231842
482,232324,232806
483,233289,233772
484,234256,234740
485,235225,235710
486,236196,236682
487,237169,237656
488,238144,238632
489,239121,239610
490,240100,240590
491,241081,241572
492,242064,242556
493,243049,243542
494,244036,244530
495,245025,245520
496,246016,246512
497,247009,247506
498,248004,248502
499,249001,249500
500,250000,250500
501,251001,251502
502,252004,252506
503,253009,253512
504,254016,254520
505,255025,255530
506,256036,256542
507,257049,257556
508,258064,258572
509,259081,259590
510,260100,260610
511,261121,261632
512,262144,262656
513,263169,263682
514,264196,264710
515,265225,265740
516,266256,266772
517,267289,267806
518,268324,268842
519,269361,269880
520,270400,270920
521,271441,271962
522,272484,273006
523,273529,274052
524,274576,275100
525,275625,276150
526,276676,277202
527,277729,278256
528,278784,279312
529,279841,280370
530,280900,281430
531,281961,282492
532,283024,283556
533,284089,284622
534,285156,285690
535,286225,286760
536,287296,287832
537,288369,288906
538,289444,289982
539,290521,291060
540,291600,292140
541,292681,293222
542,293764,294306
543,294849,295392
544,295936,296480
545,297025,297570
546,298116,298662
547,299209,299756
548,300304,300852
549,301401,301950
550,302500,303050
551,303601,304152
552,304704,305256
553,305809,306362
554,306916,307470
555,308025,308580
556,309136,309692
557,310249,310806
558,311364,311922
559,312481,313040
560,313600,314160
561,314721,315282
562,315844,316406
563,316969,317532
564,318096,318660
565,319225,319790
566,320356,320922
567,321489,322056
568,322624,323192
569,323761,324330
570,324900,325470
571,326041,326612
572,327184,327756
573,328329,328902
574,329476,330050
575,330625,331200
576,331776,332352
577,332929,333506
578,334084,334662
579,335241,335820
580,336400,336980
581,337561,338142
582,338724,339306
583,339889,340472
584,341056,341640
585,342225,342810
586,343396,343982
587,344569,345156
588,345744,346332
589,346921,347510
590,348100,348690
591,349281,349872
592,350464,351056
593,351649,352242
594,352836,353430
595,354025,354620
596,355216,355812
597,356409,357006
598,357604,358202
599,358801,359400
600,360000,360600
601,361201,361802
602,362404,363006
603,363609,364212
604,364816,365420
605,366025,366630
606,367236,367842
607,368449,369056
608,369664,370272
609,370881,371490
610,372100,372710
611,373321,373932
612,374544,375156
613,375769,376382
614,376996,377610
615,378225,378840
616,379456,380072
617,380689,381306
618,381924,382542
619,383161,383780
620,384400,385020
621,385641,386262
622,386884,387506
623,388129,388752
624,389376,390000
625,390625,391250
626,391876,392502
627,393129,393756
628,394384,395012
629,395641,396270
630,396900,397530
631,398161,398792
632,399424,400056
633,400689,401322
634,401956,402590
635,403225,403860
636,404496,405132
637,405769,406406
638,407044,407682
639,408321,408960
640,409600,410240
641,410881,411522
642,412164,412806
643,413449,414092
644,414736,415380
645,416025,416670
646,417316,417962
647,418609,419256
648,419904,420552
649,421201,421850
650,422500,423150
651,423801,424452
652,425104,425756
653,426409,427062
654,427716,428370
655,429025,429680
656,430336,430992
657,431649,432306
658,432964,433622
659,434281,434940
660,435600,436260
661,436921,437582
662,438244,438906
663,439569,440232
664,440896,441560
665,442225,442890
666,443556,444222
667,444889,445556
668,446224,446892
669,447561,448230
670,448900,449570
671,450241,450912
672,451584,452256
673,452929,453602
674,454276,454950
675,455625,456300
676,456976,457652
677,458329,459006
678,459684,460362
679,461041,461720
680,462400,463080
681,463761,464442
682,465124,465806
683,466489,467172
684,467856,468540
685,469225,469910
686,470596,471282
687,471969,472656
688,473344,474032
689,474721,475410
690,476100,476790
691,477481,478172
692,478864,479556
693,480249,480942
694,481636,482330
695,483025,483720
696,484416,485112
697,485809,486506
698,487204,487902
699,488601,489300
700,490000,490700
701,491401,492102
702,492804,493506
703,494209,494912
704,495616,496320
705,497025,497730
706,498436,499142
707,499849,500556
708,501264,501972
709,502681,503390
710,504100,504810
711,505521,506232
712,506944,507656
713,508369,509082
714,509796,510510
715,511225,511940
716,512656,513372
717,514089,514806
718,515524,516242
719,516961,517680
720,518400,519120
721,519841,520562
722,521284,522006
723,522729,523452
724,524176,524900
725,525625,526350
726,527076,527802
727,528529,529256
728,529984,530712
729,531441,532170
730,532900,533630
731,534361,535092
732,535824,536556
733,537289,538022
734,538756,539490
735,540225,540960
736,541696,542432
737,543169,543906
738,544644,545382
739,546121,546860
740,547600,548340
741,549081,549822
742,550564,551306
743,552049,552792
744,553536,554280
745,555025,555770
746,556516,557262
747,558009,558756
748,559504,560252
749,561001,561750
750,562500,563250
751,564001,564752
752,565504,566256
753,567009,567762
754,568516,569270
755,570025,570780
756,571536,572292
757,573049,573806
758,574564,575322
759,576081,576840
760,577600,578360
761,579121,579882
762,580644,581406
763,582169,582932
764,583696,584460
765,585225,585990
766,586756,587522
767,588289,589056
768,589824,590592
769,591361,592130
770,592900,593670
771,594441,595212
772,595984,596756
773,597529,598302
774,599076,599850
775,600625,601400
776,602176,602952
777,603729,604506
778,605284,606062
779,606841,607620
780,608400,609180
781,609961,610742
782,611524,612306
783,613089,613872
784,614656,615440
785,616225,617010
786,617796,618582
787,619369,620156
788,620944,621732
789,622521,623310
790,624100,624890
791,625681,626472
792,627264,628056
793,628849,629642
794,630436,631230
795,632025,632820
796,633616,634412
797,635209,636006
798,636804,637602
799,638401,639200
800,640000,640800
801,641601,642402
802,643204,644006
803,644809,645612
804,646416,647220
805,648025,648830
806,649636,650442
807,651249,652056
808,652864,653672
809,654481,655290
810,656100,656910
811,657721,658532
812,659344,660156
813,660969,661782
814,662596,663410
815,664225,665040
816,665856,666672
817,667489,668306
818,669124,669942
819,670761,671580
820,672400,673220
821,674041,674862
822,675684,676506
823,677329,678152
824,678976,679800
825,680625,681450
826,682276,683102
827,683929,684756
828,685584,686412
829,687241,688070
830,688900,689730
831,690561,691392
832,692224,693056
833,693889,694722
834,695556,696390
835,697225,698060
836,698896,699732
837,700569,701406
838,702244,703082
839,703921,704760
840,705600,706440
841,707281,708122
842,708964,709806
843,710649,711492
844,712336,713180
845,714025,714870
846,715716,716562
847,717409,718256
848,719104,719952
849,720801,721650
850,722500,723350
851,724201,725052
852,725904,726756
853,727609,728462
854,729316,730170
855,731025,731880
856,732736,733592
857,734449,735306
858,736164,737022
859,737881,738740
860,739600,740460
861,741321,742182
862,743044,743906
863,744769,745632
864,746496,747360
865,748225,749090
866,749956,750822
867,751689,752556
868,753424,754292
869,755161,756030
870,756900,757770
871,758641,759512
872,760384,761256
873,762129,763002
874,763876,764750
875,765625,766500
876,767376,768252
877,769129,770006
878,770884,771762
879,772641,773520
880,774400,775280
881,776161,777042
882,777924,778806
883,779689,780572
884,781456,782340
885,783225,784110
886,784996,785882
887,786769,787656
888,788544,789432
889,790321,791210
890,792100,792990
891,793881,794772
892,795664,796556
893,797449,798342
894,799236,800130
895,801025,801920
896,802816,803712
897,804609,805506
898,806404,807302
899,808201,809100
900,810000,810900
901,811801,812702
902,813604,814506
903,815409,816312
904,817216,818120
905,819025,819930
906,820836,821742
907,822649,823556
908,824464,825372
909,826281,827190
910,828100,829010
911,829921,830832
912,831744,832656
913,833569,834482
914,835396,836310
915,837225,838140
916,839056,839972
917,840889,841806
918,842724,843642
919,844561,845480
920,846400,847320
921,848241,849162
922,850084,851006
923,851929,852852
924,853776,854700
925,855625,856550
926,857476,858402
927,859329,860256
928,861184,862112
929,863041,863970
930,864900,865830
931,866761,867692
932,868624,869556
933,870489,871422
934,872356,873290
935,874225,875160
936,876096,877032
937,877969,878906
938,879844,880782
939,881721,882660
940,883600,884540
941,885481,886422
942,887364,888306
943,889249,890192
944,891136,892080
945,893025,893970
946,894916,895862
947,896809,897756
948,898704,899652
949,900601,901550
950,902500,903450
951,904401,905352
952,906304,907256
953,908209,909162
954,910116,911070
955,912025,912980
956,913936,914892
957,915849,916806
958,917764,918722
959,919681,920640
960,921600,922560
961,923521,924482
962,925444,926406
963,927369,928332
964,929296,930260
965,931225,932190
966,933156,934122
967,935089,936056
968,937024,937992
969,938961,939930
970,940900,941870
971,942841,943812
972,944784,945756
973,946729,947702
974,948676,949650
975,950625,951600
976,952576,953552
977,954529,955506
978,956484,957462
979,958441,959420
980,960400,961380
981,962361,963342
982,964324,965306
983,966289,967272
984,968256,969240
985,970225,971210
986,972196,973182
987,974169,975156
988,976144,977132
989,978121,979110
990,980100,981090
991,982081,983072
992,984064,985056
993,986049,987042
994,988036,989030
995,990025,991020
996,992016,993012
997,994009,995006
998,996004,997002
999,998001,999000
1000,1000000,1001000
